Priority,Lead Type,Business Name,Cuisine Type,Address,Postcode,Phone,Website,Latitude,Longitude,Source,Contacted,Contact_Date,Contact_Notes
LOW,General,Co-op Food,convenience,"4, Merchant Square, W2 5, London",W2 5,,https://finder.coop.co.uk/food/store/W2-1BF/4-merchant-square,51.5190651,-0.1711844,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"4, Merchant Square, W2 6, London",W2 6,,https://finder.coop.co.uk/food/store/W2-1BF/4-merchant-square,51.5190651,-0.1711844,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"4, Merchant Square, W2 7, London",W2 7,,https://finder.coop.co.uk/food/store/W2-1BF/4-merchant-square,51.5190651,-0.1711844,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"4, Merchant Square, W2 9, London",W2 9,,https://finder.coop.co.uk/food/store/W2-1BF/4-merchant-square,51.5190651,-0.1711844,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 1, London",WC2 1,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 2, London",WC2 2,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 3, London",WC2 3,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 4, London",WC2 4,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 5, London",WC2 5,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 6, London",WC2 6,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 7, London",WC2 7,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 8, London",WC2 8,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Co-op Food,convenience,"18, Kingsway, WC2 9, London",WC2 9,,https://www.coop.co.uk/store-finder/WC2B-6LH/18-kingsway,51.5140471,-0.1175509,OpenStreetMap,False,,
LOW,General,Conteh Discount Convenience Store,convenience,"3, Church Street, W2 0, London",W2 0,,,51.5245523,-0.1684427,OpenStreetMap,False,,
LOW,General,Conteh Discount Convenience Store,convenience,"3, Church Street, W2 5, London",W2 5,,,51.5245523,-0.1684427,OpenStreetMap,False,,
LOW,General,Conteh Discount Convenience Store,convenience,"3, Church Street, W2 6, London",W2 6,,,51.5245523,-0.1684427,OpenStreetMap,False,,
LOW,General,Conteh Discount Convenience Store,convenience,"3, Church Street, W2 7, London",W2 7,,,51.5245523,-0.1684427,OpenStreetMap,False,,
LOW,General,Conteh Discount Convenience Store,convenience,"3, Church Street, W2 9, London",W2 9,,,51.5245523,-0.1684427,OpenStreetMap,False,,
LOW,General,Continental Food,convenience,"24, Craven Road, W2 3, London",W2 3,,,51.514827,-0.1772755,OpenStreetMap,False,,
LOW,General,Continental Food,convenience,"24, Craven Road, W2 4, London",W2 4,,,51.514827,-0.1772755,OpenStreetMap,False,,
LOW,General,Continental Food,convenience,"24, Craven Road, W2 5, London",W2 5,,,51.514827,-0.1772755,OpenStreetMap,False,,
LOW,General,Continental Food,convenience,"24, Craven Road, W2 6, London",W2 6,,,51.514827,-0.1772755,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W1 1, London",W1 1,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W1 2, London",W1 2,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W1 3, London",W1 3,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W1 4, London",W1 4,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 0, London",SW1 0,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 1, London",SW1 1,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"SW1 2, London",SW1 2,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 3, London",SW1 3,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 5, London",SW1 5,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 6, London",SW1 6,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 7, London",SW1 7,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 8, London",SW1 8,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,supermarket,"40-44, Vauxhall Bridge Road, SW1 9, London",SW1 9,,,51.4904091,-0.1327877,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W2 1, London",W2 1,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W2 2, London",W2 2,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"W2 8, London",W2 8,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 0, London",WC1 0,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 1, London",WC1 1,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 2, London",WC1 2,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 3, London",WC1 3,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 4, London",WC1 4,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 5, London",WC1 5,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 6, London",WC1 6,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 7, London",WC1 7,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 8, London",WC1 8,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costcutter,convenience,"WC1 9, London",WC1 9,,,51.4964971,-0.1353148,OpenStreetMap,False,,
LOW,General,Costless Supermarket,supermarket,"W2 0, London",W2 0,,,51.5251868,-0.1677061,OpenStreetMap,False,,
LOW,General,Costless Supermarket,supermarket,"W2 5, London",W2 5,,,51.5251868,-0.1677061,OpenStreetMap,False,,
LOW,General,Costless Supermarket,supermarket,"W2 6, London",W2 6,,,51.5251868,-0.1677061,OpenStreetMap,False,,
LOW,General,Costless Supermarket,supermarket,"W2 7, London",W2 7,,,51.5251868,-0.1677061,OpenStreetMap,False,,
LOW,General,Costless Supermarket,supermarket,"W2 9, London",W2 9,,,51.5251868,-0.1677061,OpenStreetMap,False,,
LOW,General,Crispins Food & Wine Shop,convenience,"26-28, Kendal Street, W2 3, London",W2 3,+44 20 7723 1879,,51.5145712,-0.1667389,OpenStreetMap,False,,
LOW,General,Crispins Food & Wine Shop,convenience,"26-28, Kendal Street, W2 4, London",W2 4,+44 20 7723 1879,,51.5145712,-0.1667389,OpenStreetMap,False,,
LOW,General,Crispins Food & Wine Shop,convenience,"26-28, Kendal Street, W2 5, London",W2 5,+44 20 7723 1879,,51.5145712,-0.1667389,OpenStreetMap,False,,
LOW,General,Crispins Food & Wine Shop,convenience,"26-28, Kendal Street, W2 6, London",W2 6,+44 20 7723 1879,,51.5145712,-0.1667389,OpenStreetMap,False,,
LOW,General,Crispins Food and Wine,convenience,"SW1 4, London",SW1 4,,,51.5121487,-0.131279,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 0, London",SW1 0,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 1, London",SW1 1,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 3, London",SW1 3,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 5, London",SW1 5,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 6, London",SW1 6,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 7, London",SW1 7,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 8, London",SW1 8,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Denbigh Food & Wine,convenience,"33, Belgrave Road, SW1 9, London",SW1 9,,,51.4911143,-0.1393925,OpenStreetMap,False,,
LOW,General,Dodo,convenience,"24, Frith Street, SW1 4, London",SW1 4,,,51.5131577,-0.1310608,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 1, London",WC2 1,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 2, London",WC2 2,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 3, London",WC2 3,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 4, London",WC2 4,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 5, London",WC2 5,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 6, London",WC2 6,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 7, London",WC2 7,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 8, London",WC2 8,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,EasyShop & Go,convenience,"148, Fleet Street, WC2 9, London",WC2 9,,,51.5143437,-0.1074195,OpenStreetMap,False,,
LOW,General,El Amjad,convenience,"165, Edgware Road, W2 3, London",W2 3,,,51.5175707,-0.1672047,OpenStreetMap,False,,
LOW,General,El Amjad,convenience,"165, Edgware Road, W2 4, London",W2 4,,,51.5175707,-0.1672047,OpenStreetMap,False,,
LOW,General,El Amjad,convenience,"165, Edgware Road, W2 5, London",W2 5,,,51.5175707,-0.1672047,OpenStreetMap,False,,
LOW,General,El Amjad,convenience,"165, Edgware Road, W2 6, London",W2 6,,,51.5175707,-0.1672047,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W1 1, London",W1 1,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W1 2, London",W1 2,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W1 3, London",W1 3,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W1 4, London",W1 4,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W2 1, London",W2 1,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W2 2, London",W2 2,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, W2 8, London",W2 8,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 0, London",WC1 0,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 1, London",WC1 1,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 2, London",WC1 2,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 3, London",WC1 3,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 4, London",WC1 4,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 5, London",WC1 5,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 6, London",WC1 6,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 7, London",WC1 7,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 8, London",WC1 8,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,Elegance Food Metro,convenience,"3H, Belvedere Road, WC1 9, London",WC1 9,,,51.502406,-0.117688,OpenStreetMap,False,,
LOW,General,England Pharmacy,supermarket,"20, Glasshouse Street, SW1 4, London",SW1 4,+441642848032,,51.510552,-0.136228,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 0, London",W2 0,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 3, London",W2 3,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 4, London",W2 4,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 5, London",W2 5,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 6, London",W2 6,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 7, London",W2 7,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah,supermarket,"W2 9, London",W2 9,,,51.5222679,-0.173038,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 0, London",W2 0,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 3, London",W2 3,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 4, London",W2 4,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 5, London",W2 5,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 6, London",W2 6,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 7, London",W2 7,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Farah supermarket,convenience,"400, Edgware Road, W2 9, London",W2 9,,,51.5222598,-0.172905,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 0, London",SW1 0,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 1, London",SW1 1,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 3, London",SW1 3,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 5, London",SW1 5,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 6, London",SW1 6,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 7, London",SW1 7,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 8, London",SW1 8,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Felicia’s,convenience,"SW1 9, London",SW1 9,,,51.4881529,-0.1390838,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, SW1 4, London",SW1 4,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 1, London",WC2 1,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 2, London",WC2 2,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 3, London",WC2 3,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 4, London",WC2 4,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 5, London",WC2 5,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 6, London",WC2 6,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 7, London",WC2 7,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 8, London",WC2 8,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Food-Wine-News,convenience,"9, Endell Street, WC2 9, London",WC2 9,,,51.5139042,-0.1239124,OpenStreetMap,False,,
LOW,General,Foodwise Local,convenience,"7, Norfolk Place, W2 3, London",W2 3,+44 20 7402 4604,,51.5166254,-0.1720698,OpenStreetMap,False,,
LOW,General,Foodwise Local,convenience,"7, Norfolk Place, W2 4, London",W2 4,+44 20 7402 4604,,51.5166254,-0.1720698,OpenStreetMap,False,,
LOW,General,Foodwise Local,convenience,"7, Norfolk Place, W2 5, London",W2 5,+44 20 7402 4604,,51.5166254,-0.1720698,OpenStreetMap,False,,
LOW,General,Foodwise Local,convenience,"7, Norfolk Place, W2 6, London",W2 6,+44 20 7402 4604,,51.5166254,-0.1720698,OpenStreetMap,False,,
LOW,General,Fratelli Greci Finest Foods,convenience,"26, Seymour Place, W2 3, London",W2 3,,,51.5154599,-0.1612782,OpenStreetMap,False,,
LOW,General,Fratelli Greci Finest Foods,convenience,"26, Seymour Place, W2 4, London",W2 4,,,51.5154599,-0.1612782,OpenStreetMap,False,,
LOW,General,Fratelli Greci Finest Foods,convenience,"26, Seymour Place, W2 5, London",W2 5,,,51.5154599,-0.1612782,OpenStreetMap,False,,
LOW,General,Fratelli Greci Finest Foods,convenience,"26, Seymour Place, W2 6, London",W2 6,,,51.5154599,-0.1612782,OpenStreetMap,False,,
LOW,General,Fresh Food & Wine,convenience,"345, Scott Ellis Gardens, W2 0, London",W2 0,,,51.5278941,-0.1767632,OpenStreetMap,False,,
LOW,General,Fresh Food & Wine,convenience,"345, Scott Ellis Gardens, W2 7, London",W2 7,,,51.5278941,-0.1767632,OpenStreetMap,False,,
LOW,General,Fresh Food & Wine,convenience,"345, Scott Ellis Gardens, W2 9, London",W2 9,,,51.5278941,-0.1767632,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 0, London",SW1 0,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 1, London",SW1 1,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 3, London",SW1 3,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 5, London",SW1 5,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 6, London",SW1 6,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 7, London",SW1 7,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 8, London",SW1 8,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Friends Supermarket,convenience,"82, Lupus Street, SW1 9, London",SW1 9,,,51.487774,-0.1421156,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 0, London",W2 0,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 3, London",W2 3,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 4, London",W2 4,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 5, London",W2 5,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 6, London",W2 6,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 7, London",W2 7,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Great Nile,convenience,"131, Broadley Street, W2 9, London",W2 9,,,51.5213217,-0.1712671,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 0, London",SW1 0,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 1, London",SW1 1,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 3, London",SW1 3,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 5, London",SW1 5,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 6, London",SW1 6,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 7, London",SW1 7,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 8, London",SW1 8,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Greatway Food Store,convenience,"7, Lupus Street, SW1 9, London",SW1 9,,,51.4886742,-0.1345251,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 0, London",W2 0,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 3, London",W2 3,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 4, London",W2 4,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 5, London",W2 5,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 6, London",W2 6,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 7, London",W2 7,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Green Apple Supermarket,convenience,"360, Edgware Road, W2 9, London",W2 9,+44 20 7724 2221,,51.5215144,-0.171771,OpenStreetMap,False,,
LOW,General,Grocers,convenience,"209, Edgware Road, W2 3, London",W2 3,,,51.518955,-0.1688879,OpenStreetMap,False,,
LOW,General,Grocers,convenience,"209, Edgware Road, W2 4, London",W2 4,,,51.518955,-0.1688879,OpenStreetMap,False,,
LOW,General,Grocers,convenience,"209, Edgware Road, W2 5, London",W2 5,,,51.518955,-0.1688879,OpenStreetMap,False,,
LOW,General,Grocers,convenience,"209, Edgware Road, W2 6, London",W2 6,,,51.518955,-0.1688879,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 0, London",W2 0,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 3, London",W2 3,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 4, London",W2 4,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 5, London",W2 5,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 6, London",W2 6,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 7, London",W2 7,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Gulf market,supermarket,"316, Edgware Road, W2 9, London",W2 9,,,51.5205928,-0.1707062,OpenStreetMap,False,,
LOW,General,Japan Centre,supermarket,"35b, Panton Street, SW1 4, London",SW1 4,+44 20 3405 1246,https://www.japancentre.com/special/panton_street,51.5097324,-0.1313656,OpenStreetMap,False,,
LOW,General,Jumbo,supermarket,"SW1 4, London",SW1 4,,,51.5078456,-0.1243123,OpenStreetMap,False,,
LOW,General,LG Food & News,convenience,"21, Craven Terrace, W2 3, London",W2 3,+44 20 7723 7828,,51.5125248,-0.1786077,OpenStreetMap,False,,
LOW,General,LG Food & News,convenience,"21, Craven Terrace, W2 4, London",W2 4,+44 20 7723 7828,,51.5125248,-0.1786077,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 1, London",WC2 1,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 2, London",WC2 2,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 3, London",WC2 3,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 4, London",WC2 4,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 5, London",WC2 5,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 6, London",WC2 6,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 7, London",WC2 7,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 8, London",WC2 8,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,LSE SU Food & Drinks,convenience,"WC2 9, London",WC2 9,,,51.5147712,-0.1172082,OpenStreetMap,False,,
LOW,General,Le Super Marche,convenience,"35, Craven Road, W2 3, London",W2 3,+44 20 3719 3696,,51.5135557,-0.1790272,OpenStreetMap,False,,
